2.167723420187823e-05,0.9999941911787157,0.0034083924251371634,4.0
2.1988207208095348e-05,0.9999947064820263,0.0032536939691600745,2.0
4.0990751994929386e-05,0.9999877879908156,0.004941881118957972,5.0
5.493153007214772e-05,0.9999879764761908,0.00490345649316382,7.0
4.582715045687444e-05,0.999986280091213,0.005238084498185963,5.0
2.2867345650957515e-05,0.9999951622017675,0.00311047426370766,2.0
5.382027971043009e-05,0.9999849517887156,0.005485736003285841,5.0
4.477660375016445e-05,0.9999900471185087,0.004461351698582839,7.0
4.3325869606845655e-05,0.9999869507142902,0.005108475702665525,5.0
2.5656278139653815e-05,0.9999988791361284,0.0014970197868534832,1.0
4.3330080771458674e-05,0.9999896413600783,0.004551405831833756,6.0
3.523687276094418e-05,0.9999910957786634,0.004219848545906153,6.0
2.4085960084985804e-05,0.9999940925499845,0.0034371914406162575,2.0
4.856819170983518e-05,0.9999884909592343,0.004797456639108228,7.0
4.070190970021498e-05,0.999987939509268,0.004911128115120394,5.0
3.908743065857935e-05,0.9999923135995871,0.003920613972056738,7.0
3.0345066082380706e-05,0.9999975834380762,0.0021982259175903035,1.0
5.0081532379040406e-05,0.9999898244845294,0.0045109222161557735,7.0
4.849103599598642e-05,0.9999884487813491,0.0048062409938085665,7.0
2.498805330281652e-05,0.9999934376535207,0.0036227096891054984,4.0
4.013535785452277e-05,0.9999883485600017,0.004827124754309132,5.0
2.9470714279565176e-05,0.9999933794570759,0.00363870491984593,6.0
4.639946661059227e-05,0.9999906205193617,0.0043309029533621065,7.0
3.431760943002173e-05,0.999992165727675,0.0039581947369786066,6.0
3.757693505410313e-05,0.9999881925841195,0.0048593497836572535,5.0
2.6009163035125474e-05,0.9999967452681996,0.0025512303955213776,1.0
3.7768533002105554e-05,0.9999907956663739,0.004290356170554525,6.0
2.7888456316744856e-05,0.999992263688323,0.0039334190900222965,4.0
3.520377972839721e-05,0.9999920785659361,0.003980146488860811,6.0
3.795600225118759e-05,0.9999929124403449,0.0037647879645983937,7.0
2.410922067717875e-05,0.9999935140900479,0.003601554745187287,4.0
3.56451009514969e-05,0.9999912947992926,0.00417241597411818,6.0
3.442869515631795e-05,0.9999912981232033,0.00417162948207446,6.0
4.1884746032868404e-05,0.999987465744445,0.005006655537436507,5.0
4.4740284256316715e-05,0.9999928050831074,0.0037931227669898713,7.0
3.80266984402476e-05,0.9999924803489222,0.003877860180639954,7.0
2.4753916051083894e-05,0.999994268623246,0.0033855734969102835,4.0
3.8322058775052543e-05,0.9999911746481441,0.0042010900067593225,7.0
2.1680270841096155e-05,0.9999951726295977,0.0031071284921727225,2.0
4.723024455657615e-05,0.999989977313596,0.004476945572349581,7.0
3.591401976785333e-05,0.9999894321542481,0.004597204586215137,5.0
5.8550388129611194e-05,0.9999855635931753,0.005373004475298561,7.0
3.064878497859463e-05,0.9999964605626643,0.0026604365799121924,1.0
2.3766665130532837e-05,0.9999954388914062,0.003020203888731467,2.0
5.566362268342964e-05,0.9999878242852107,0.004934387792999296,7.0
6.461377668243462e-05,0.9999850641489633,0.005465098723135768,7.0
2.533056110500949e-05,0.9999961503835292,0.0027746308735560857,1.0
3.363456511950364e-05,0.99999531833197,0.0030597684320754926,1.0
2.1367048700602183e-05,0.9999955121549845,0.0029958660416292146,2.0
3.494477953872175e-05,0.9999910329185081,0.0042347209397574056,6.0
4.3692803204077916e-05,0.9999879943933708,0.004899914291354865,5.0
5.108846294343708e-05,0.9999846422272961,0.005541903961228017,5.0
4.068325282613833e-05,0.9999908445859429,0.004278912147433383,6.0
